name,city,region
New Ibajay,EL NIDO (BACUIT),REGION IV-B (MIMAROPA)
Pasadeña,EL NIDO (BACUIT),REGION IV-B (MIMAROPA)
Maligaya Pob. (Barangay 1),EL NIDO (BACUIT),REGION IV-B (MIMAROPA)
San Fernando,EL NIDO (BACUIT),REGION IV-B (MIMAROPA)
Sibaltan,EL NIDO (BACUIT),REGION IV-B (MIMAROPA)
Teneguiban,EL NIDO (BACUIT),REGION IV-B (MIMAROPA)
Villa Libertad,EL NIDO (BACUIT),REGION IV-B (MIMAROPA)
Villa Paz,EL NIDO (BACUIT),REGION IV-B (MIMAROPA)
Bucana,EL NIDO (BACUIT),REGION IV-B (MIMAROPA)
Aberawan,EL NIDO (BACUIT),REGION IV-B (MIMAROPA)
Barangonan (Iloc),LINAPACAN,REGION IV-B (MIMAROPA)
Cabunlawan,LINAPACAN,REGION IV-B (MIMAROPA)
Calibangbangan,LINAPACAN,REGION IV-B (MIMAROPA)
Decabaitot,LINAPACAN,REGION IV-B (MIMAROPA)
Maroyogroyog,LINAPACAN,REGION IV-B (MIMAROPA)
Nangalao,LINAPACAN,REGION IV-B (MIMAROPA)
New Culaylayan,LINAPACAN,REGION IV-B (MIMAROPA)
Pical,LINAPACAN,REGION IV-B (MIMAROPA)
San Miguel (Pob.),LINAPACAN,REGION IV-B (MIMAROPA)
San Nicolas,LINAPACAN,REGION IV-B (MIMAROPA)
Alcoba,MAGSAYSAY,REGION IV-B (MIMAROPA)
Balaguen,MAGSAYSAY,REGION IV-B (MIMAROPA)
Canipo,MAGSAYSAY,REGION IV-B (MIMAROPA)
Cocoro,MAGSAYSAY,REGION IV-B (MIMAROPA)
Danawan (Pob.),MAGSAYSAY,REGION IV-B (MIMAROPA)
Emilod,MAGSAYSAY,REGION IV-B (MIMAROPA)
Igabas,MAGSAYSAY,REGION IV-B (MIMAROPA)
Lacaren,MAGSAYSAY,REGION IV-B (MIMAROPA)
Los Angeles,MAGSAYSAY,REGION IV-B (MIMAROPA)
Lucbuan,MAGSAYSAY,REGION IV-B (MIMAROPA)
Rizal,MAGSAYSAY,REGION IV-B (MIMAROPA)
Antipuluan,NARRA,REGION IV-B (MIMAROPA)
Aramaywan,NARRA,REGION IV-B (MIMAROPA)
Batang-batang,NARRA,REGION IV-B (MIMAROPA)
Bato-bato,NARRA,REGION IV-B (MIMAROPA)
Burirao,NARRA,REGION IV-B (MIMAROPA)
Caguisan,NARRA,REGION IV-B (MIMAROPA)
Calategas,NARRA,REGION IV-B (MIMAROPA)
Dumagueña,NARRA,REGION IV-B (MIMAROPA)
Elvita,NARRA,REGION IV-B (MIMAROPA)
Estrella Village,NARRA,REGION IV-B (MIMAROPA)
Ipilan,NARRA,REGION IV-B (MIMAROPA)
Malatgao,NARRA,REGION IV-B (MIMAROPA)
Malinao,NARRA,REGION IV-B (MIMAROPA)
Narra (Pob.),NARRA,REGION IV-B (MIMAROPA)
Panacan,NARRA,REGION IV-B (MIMAROPA)
Princess Urduja,NARRA,REGION IV-B (MIMAROPA)
Sandoval,NARRA,REGION IV-B (MIMAROPA)
Tacras,NARRA,REGION IV-B (MIMAROPA)
Taritien,NARRA,REGION IV-B (MIMAROPA)
Teresa,NARRA,REGION IV-B (MIMAROPA)
Tinagong Dagat,NARRA,REGION IV-B (MIMAROPA)
Bagong Sikat,NARRA,REGION IV-B (MIMAROPA)
Panacan 2,NARRA,REGION IV-B (MIMAROPA)
Babuyan,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Bacungan,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Bagong Bayan,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Bagong Pag-Asa (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Bagong Sikat (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Bagong Silang (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Bahile,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Bancao-bancao,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Binduyan,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Buenavista,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Cabayugan,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Concepcion,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Inagawan,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Irawan,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Iwahig (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Kalipay (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Kamuning,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Langogan,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Liwanag (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Lucbuan,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Mabuhay (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Macarascas,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Magkakaibigan (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Maligaya (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Manalo,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Manggahan (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Maningning (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Maoyon,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Marufinas,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Maruyogon,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Masigla (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Masikap (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Masipag (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Matahimik (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Matiyaga (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Maunlad (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Milagrosa (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Model (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Montible (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Napsan,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
New Panggangan,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Pagkakaisa (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Princesa (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Salvacion,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
San Jose,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
San Miguel,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
San Pedro,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
San Rafael,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Santa Cruz,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Santa Lourdes,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Santa Lucia (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Santa Monica,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Seaside (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Sicsican,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Simpocan,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Tagabinit,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Tagburos,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Tagumpay (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Tanabag,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Tanglaw (Pob.),PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Barangay ng mga Mangingisda,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Inagawan Sub-Colony,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Luzviminda,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Mandaragat,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
San Manuel,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Tiniguiban,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA)
Alfonso XIII (Pob.),QUEZON,REGION IV-B (MIMAROPA)
Aramaywan,QUEZON,REGION IV-B (MIMAROPA)
Berong,QUEZON,REGION IV-B (MIMAROPA)
Calumpang,QUEZON,REGION IV-B (MIMAROPA)
Isugod,QUEZON,REGION IV-B (MIMAROPA)
Quinlogan,QUEZON,REGION IV-B (MIMAROPA)
Maasin,QUEZON,REGION IV-B (MIMAROPA)
Panitian,QUEZON,REGION IV-B (MIMAROPA)
Pinaglabanan,QUEZON,REGION IV-B (MIMAROPA)
Sowangan,QUEZON,REGION IV-B (MIMAROPA)
Tabon,QUEZON,REGION IV-B (MIMAROPA)
Calatagbak,QUEZON,REGION IV-B (MIMAROPA)
Malatgao,QUEZON,REGION IV-B (MIMAROPA)
Tagusao,QUEZON,REGION IV-B (MIMAROPA)
Abaroan,ROXAS,REGION IV-B (MIMAROPA)
Antonino,ROXAS,REGION IV-B (MIMAROPA)
Bagong Bayan,ROXAS,REGION IV-B (MIMAROPA)
Caramay,ROXAS,REGION IV-B (MIMAROPA)
Dumarao,ROXAS,REGION IV-B (MIMAROPA)
Iraan,ROXAS,REGION IV-B (MIMAROPA)
Jolo,ROXAS,REGION IV-B (MIMAROPA)
Magara (Arasan),ROXAS,REGION IV-B (MIMAROPA)
Malcampo,ROXAS,REGION IV-B (MIMAROPA)
Mendoza,ROXAS,REGION IV-B (MIMAROPA)
Narra (Minara),ROXAS,REGION IV-B (MIMAROPA)
New Barbacan (Retac),ROXAS,REGION IV-B (MIMAROPA)
New Cuyo,ROXAS,REGION IV-B (MIMAROPA)
Barangay 1 (Pob.),ROXAS,REGION IV-B (MIMAROPA)
Rizal,ROXAS,REGION IV-B (MIMAROPA)
Salvacion,ROXAS,REGION IV-B (MIMAROPA)
San Isidro,ROXAS,REGION IV-B (MIMAROPA)
San Jose,ROXAS,REGION IV-B (MIMAROPA)
San Miguel,ROXAS,REGION IV-B (MIMAROPA)
San Nicolas,ROXAS,REGION IV-B (MIMAROPA)
Sandoval,ROXAS,REGION IV-B (MIMAROPA)
Tagumpay,ROXAS,REGION IV-B (MIMAROPA)
Taradungan,ROXAS,REGION IV-B (MIMAROPA)
Tinitian,ROXAS,REGION IV-B (MIMAROPA)
Tumarbong,ROXAS,REGION IV-B (MIMAROPA)
Barangay II (Pob.),ROXAS,REGION IV-B (MIMAROPA)
Barangay III (Pob.),ROXAS,REGION IV-B (MIMAROPA)
Barangay IV (Pob.),ROXAS,REGION IV-B (MIMAROPA)
Barangay V Pob. (Porao Island),ROXAS,REGION IV-B (MIMAROPA)
Barangay VI Pob. (Johnson Island),ROXAS,REGION IV-B (MIMAROPA)
Nicanor Zabala,ROXAS,REGION IV-B (MIMAROPA)
Alimanguan,SAN VICENTE,REGION IV-B (MIMAROPA)
Binga,SAN VICENTE,REGION IV-B (MIMAROPA)
Caruray,SAN VICENTE,REGION IV-B (MIMAROPA)
Kemdeng,SAN VICENTE,REGION IV-B (MIMAROPA)
New Agutaya,SAN VICENTE,REGION IV-B (MIMAROPA)
New Canipo,SAN VICENTE,REGION IV-B (MIMAROPA)
Port Barton,SAN VICENTE,REGION IV-B (MIMAROPA)
Poblacion (San Vicente),SAN VICENTE,REGION IV-B (MIMAROPA)
San Isidro,SAN VICENTE,REGION IV-B (MIMAROPA)
Santo Niño,SAN VICENTE,REGION IV-B (MIMAROPA)
Abongan,TAYTAY,REGION IV-B (MIMAROPA)
Banbanan,TAYTAY,REGION IV-B (MIMAROPA)
Bantulan,TAYTAY,REGION IV-B (MIMAROPA)
Batas,TAYTAY,REGION IV-B (MIMAROPA)
Bato,TAYTAY,REGION IV-B (MIMAROPA)
Beton,TAYTAY,REGION IV-B (MIMAROPA)
Busy Bees,TAYTAY,REGION IV-B (MIMAROPA)
Calawag,TAYTAY,REGION IV-B (MIMAROPA)
Casian,TAYTAY,REGION IV-B (MIMAROPA)
Cataban,TAYTAY,REGION IV-B (MIMAROPA)
Debangan,TAYTAY,REGION IV-B (MIMAROPA)
Depla,TAYTAY,REGION IV-B (MIMAROPA)
Liminangcong,TAYTAY,REGION IV-B (MIMAROPA)
Meytegued,TAYTAY,REGION IV-B (MIMAROPA)
New Guinlo,TAYTAY,REGION IV-B (MIMAROPA)
Old Guinlo,TAYTAY,REGION IV-B (MIMAROPA)
Pamantolon,TAYTAY,REGION IV-B (MIMAROPA)
Pancol,TAYTAY,REGION IV-B (MIMAROPA)
Paly (Paly Island),TAYTAY,REGION IV-B (MIMAROPA)
Poblacion,TAYTAY,REGION IV-B (MIMAROPA)
Pularaquen (Canique),TAYTAY,REGION IV-B (MIMAROPA)
San Jose,TAYTAY,REGION IV-B (MIMAROPA)
Sandoval,TAYTAY,REGION IV-B (MIMAROPA)
Silanga,TAYTAY,REGION IV-B (MIMAROPA)
Alacalian,TAYTAY,REGION IV-B (MIMAROPA)
Baras (Pangpang),TAYTAY,REGION IV-B (MIMAROPA)
Libertad,TAYTAY,REGION IV-B (MIMAROPA)
Minapla,TAYTAY,REGION IV-B (MIMAROPA)
Talog,TAYTAY,REGION IV-B (MIMAROPA)
Tumbod,TAYTAY,REGION IV-B (MIMAROPA)
Paglaum,TAYTAY,REGION IV-B (MIMAROPA)
Pag-Asa (Pob.),KALAYAAN,REGION IV-B (MIMAROPA)
Balala,CULION,REGION IV-B (MIMAROPA)
Baldat,CULION,REGION IV-B (MIMAROPA)
Binudac,CULION,REGION IV-B (MIMAROPA)
Culango,CULION,REGION IV-B (MIMAROPA)
Galoc,CULION,REGION IV-B (MIMAROPA)
Jardin,CULION,REGION IV-B (MIMAROPA)
Libis,CULION,REGION IV-B (MIMAROPA)
Luac,CULION,REGION IV-B (MIMAROPA)
Malaking Patag,CULION,REGION IV-B (MIMAROPA)
Osmeña,CULION,REGION IV-B (MIMAROPA)
Tiza,CULION,REGION IV-B (MIMAROPA)
Burabod,CULION,REGION IV-B (MIMAROPA)
Halsey,CULION,REGION IV-B (MIMAROPA)
De Carabao,CULION,REGION IV-B (MIMAROPA)
Bunog,RIZAL (MARCOS),REGION IV-B (MIMAROPA)
Campong Ulay,RIZAL (MARCOS),REGION IV-B (MIMAROPA)
Candawaga,RIZAL (MARCOS),REGION IV-B (MIMAROPA)
Canipaan,RIZAL (MARCOS),REGION IV-B (MIMAROPA)
Culasian,RIZAL (MARCOS),REGION IV-B (MIMAROPA)
Iraan,RIZAL (MARCOS),REGION IV-B (MIMAROPA)
Latud,RIZAL (MARCOS),REGION IV-B (MIMAROPA)
Panalingaan,RIZAL (MARCOS),REGION IV-B (MIMAROPA)
Punta Baja,RIZAL (MARCOS),REGION IV-B (MIMAROPA)
Ransang,RIZAL (MARCOS),REGION IV-B (MIMAROPA)
Taburi,RIZAL (MARCOS),REGION IV-B (MIMAROPA)
Abo-abo,SOFRONIO ESPA�OLA,REGION IV-B (MIMAROPA)
Iraray,SOFRONIO ESPA�OLA,REGION IV-B (MIMAROPA)
Isumbo,SOFRONIO ESPA�OLA,REGION IV-B (MIMAROPA)
Labog,SOFRONIO ESPA�OLA,REGION IV-B (MIMAROPA)
Panitian,SOFRONIO ESPA�OLA,REGION IV-B (MIMAROPA)
Pulot Center,SOFRONIO ESPA�OLA,REGION IV-B (MIMAROPA)
Pulot Interior (Pulot II),SOFRONIO ESPA�OLA,REGION IV-B (MIMAROPA)
Pulot Shore (Pulot I),SOFRONIO ESPA�OLA,REGION IV-B (MIMAROPA)
Punang,SOFRONIO ESPA�OLA,REGION IV-B (MIMAROPA)
Balogo,BANTON,REGION IV-B (MIMAROPA)
Banice,BANTON,REGION IV-B (MIMAROPA)
Hambi-an,BANTON,REGION IV-B (MIMAROPA)
Lagang,BANTON,REGION IV-B (MIMAROPA)
Libtong,BANTON,REGION IV-B (MIMAROPA)
Mainit,BANTON,REGION IV-B (MIMAROPA)
Nabalay,BANTON,REGION IV-B (MIMAROPA)
Nasunogan,BANTON,REGION IV-B (MIMAROPA)
Poblacion,BANTON,REGION IV-B (MIMAROPA)
Sibay,BANTON,REGION IV-B (MIMAROPA)
Tan-Ag,BANTON,REGION IV-B (MIMAROPA)
Toctoc,BANTON,REGION IV-B (MIMAROPA)
Togbongan,BANTON,REGION IV-B (MIMAROPA)
Togong,BANTON,REGION IV-B (MIMAROPA)
Tungonan,BANTON,REGION IV-B (MIMAROPA)
Tumalum,BANTON,REGION IV-B (MIMAROPA)
Yabawon,BANTON,REGION IV-B (MIMAROPA)
Alibagon,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Cambajao,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Cambalo,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Cambijang,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Cantagda,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Danao,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Gutivan,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Lico,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Lumbang Este,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Lumbang Weste,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Marigondon,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Poblacion,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Sugod,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Taguilos,CAJIDIOCAN,REGION IV-B (MIMAROPA)
Balogo,CALATRAVA,REGION IV-B (MIMAROPA)
Linao,CALATRAVA,REGION IV-B (MIMAROPA)
Poblacion,CALATRAVA,REGION IV-B (MIMAROPA)
Pagsangahan,CALATRAVA,REGION IV-B (MIMAROPA)
Pangulo,CALATRAVA,REGION IV-B (MIMAROPA)
San Roque,CALATRAVA,REGION IV-B (MIMAROPA)
Talisay,CALATRAVA,REGION IV-B (MIMAROPA)
Bachawan,CONCEPCION,REGION IV-B (MIMAROPA)
Calabasahan,CONCEPCION,REGION IV-B (MIMAROPA)
Dalajican,CONCEPCION,REGION IV-B (MIMAROPA)
Masudsud,CONCEPCION,REGION IV-B (MIMAROPA)
Poblacion,CONCEPCION,REGION IV-B (MIMAROPA)
Sampong,CONCEPCION,REGION IV-B (MIMAROPA)
San Pedro (Agbatang),CONCEPCION,REGION IV-B (MIMAROPA)
San Vicente,CONCEPCION,REGION IV-B (MIMAROPA)
Masadya,CONCEPCION,REGION IV-B (MIMAROPA)
Alegria,CORCUERA,REGION IV-B (MIMAROPA)
Ambulong,CORCUERA,REGION IV-B (MIMAROPA)
Colongcolong,CORCUERA,REGION IV-B (MIMAROPA)
Gobon,CORCUERA,REGION IV-B (MIMAROPA)
Guintiguiban,CORCUERA,REGION IV-B (MIMAROPA)
Ilijan,CORCUERA,REGION IV-B (MIMAROPA)
Labnig,CORCUERA,REGION IV-B (MIMAROPA)
Mabini,CORCUERA,REGION IV-B (MIMAROPA)
Mahaba,CORCUERA,REGION IV-B (MIMAROPA)
Mangansag,CORCUERA,REGION IV-B (MIMAROPA)
Poblacion,CORCUERA,REGION IV-B (MIMAROPA)
San Agustin,CORCUERA,REGION IV-B (MIMAROPA)
San Roque,CORCUERA,REGION IV-B (MIMAROPA)
San Vicente,CORCUERA,REGION IV-B (MIMAROPA)
Tacasan,CORCUERA,REGION IV-B (MIMAROPA)
Agojo,LOOC,REGION IV-B (MIMAROPA)
Balatucan,LOOC,REGION IV-B (MIMAROPA)
Buenavista,LOOC,REGION IV-B (MIMAROPA)
Camandao,LOOC,REGION IV-B (MIMAROPA)
Guinhayaan,LOOC,REGION IV-B (MIMAROPA)
Limon Norte,LOOC,REGION IV-B (MIMAROPA)
Limon Sur,LOOC,REGION IV-B (MIMAROPA)
Manhac,LOOC,REGION IV-B (MIMAROPA)
Pili,LOOC,REGION IV-B (MIMAROPA)
Poblacion,LOOC,REGION IV-B (MIMAROPA)
Punta,LOOC,REGION IV-B (MIMAROPA)
Tuguis,LOOC,REGION IV-B (MIMAROPA)
Agsao,MAGDIWANG,REGION IV-B (MIMAROPA)
Agutay,MAGDIWANG,REGION IV-B (MIMAROPA)
Ambulong,MAGDIWANG,REGION IV-B (MIMAROPA)
Dulangan,MAGDIWANG,REGION IV-B (MIMAROPA)
Ipil,MAGDIWANG,REGION IV-B (MIMAROPA)
Jao-asan,MAGDIWANG,REGION IV-B (MIMAROPA)
Poblacion,MAGDIWANG,REGION IV-B (MIMAROPA)
Silum,MAGDIWANG,REGION IV-B (MIMAROPA)
Tampayan,MAGDIWANG,REGION IV-B (MIMAROPA)
Amatong,ODIONGAN,REGION IV-B (MIMAROPA)
Anahao,ODIONGAN,REGION IV-B (MIMAROPA)
Bangon,ODIONGAN,REGION IV-B (MIMAROPA)
Batiano,ODIONGAN,REGION IV-B (MIMAROPA)
Budiong,ODIONGAN,REGION IV-B (MIMAROPA)
Canduyong,ODIONGAN,REGION IV-B (MIMAROPA)
Dapawan,ODIONGAN,REGION IV-B (MIMAROPA)
Gabawan,ODIONGAN,REGION IV-B (MIMAROPA)
Libertad,ODIONGAN,REGION IV-B (MIMAROPA)
Malilico,ODIONGAN,REGION IV-B (MIMAROPA)
Mayha,ODIONGAN,REGION IV-B (MIMAROPA)
Panique,ODIONGAN,REGION IV-B (MIMAROPA)
Pato-o,ODIONGAN,REGION IV-B (MIMAROPA)
Ligaya (Pob.),ODIONGAN,REGION IV-B (MIMAROPA)
Liwanag (Pob.),ODIONGAN,REGION IV-B (MIMAROPA)
Poctoy,ODIONGAN,REGION IV-B (MIMAROPA)
Progreso Este,ODIONGAN,REGION IV-B (MIMAROPA)
Progreso Weste,ODIONGAN,REGION IV-B (MIMAROPA)
Rizal,ODIONGAN,REGION IV-B (MIMAROPA)
Tabing Dagat (Pob.),ODIONGAN,REGION IV-B (MIMAROPA)
Tabobo-an,ODIONGAN,REGION IV-B (MIMAROPA)
Tulay,ODIONGAN,REGION IV-B (MIMAROPA)
Tumingad,ODIONGAN,REGION IV-B (MIMAROPA)
Liwayway (Pob.),ODIONGAN,REGION IV-B (MIMAROPA)
Tuburan,ODIONGAN,REGION IV-B (MIMAROPA)
Agbaluto,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Agpanabat,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Agbudia,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Agnaga,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Agnay,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Agnipa,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Agtongo,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Alad,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Bagacay,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Cajimos,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Calabogo,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Capaclan,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Ginablan,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Guimpingan,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Ilauran,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Lamao,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Li-o,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Logbon,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Lunas,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Lonos,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Macalas,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Mapula,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Cobrador (Naguso),ROMBLON (Capital),REGION IV-B (MIMAROPA)
Palje,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Barangay I (Pob.),ROMBLON (Capital),REGION IV-B (MIMAROPA)
Barangay II (Pob.),ROMBLON (Capital),REGION IV-B (MIMAROPA)
Barangay III (Pob.),ROMBLON (Capital),REGION IV-B (MIMAROPA)
Barangay IV (Pob.),ROMBLON (Capital),REGION IV-B (MIMAROPA)
Sablayan,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Sawang,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Tambac,ROMBLON (Capital),REGION IV-B (MIMAROPA)
Bachawan,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Binongahan,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Buli,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Cabolutan,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Cagbuaya,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Carmen,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Cawayan,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Doña Juana,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Dubduban,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Binugusan,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Lusong,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Mahabang Baybay (Long Beach),SAN AGUSTIN,REGION IV-B (MIMAROPA)
Poblacion,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Sugod,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Camantaya,SAN AGUSTIN,REGION IV-B (MIMAROPA)
Agpudlos,SAN ANDRES,REGION IV-B (MIMAROPA)
Calunacon,SAN ANDRES,REGION IV-B (MIMAROPA)
Doña Trinidad,SAN ANDRES,REGION IV-B (MIMAROPA)
Linawan,SAN ANDRES,REGION IV-B (MIMAROPA)
Mabini,SAN ANDRES,REGION IV-B (MIMAROPA)
Marigondon Norte,SAN ANDRES,REGION IV-B (MIMAROPA)
Marigondon Sur,SAN ANDRES,REGION IV-B (MIMAROPA)
Matutuna,SAN ANDRES,REGION IV-B (MIMAROPA)
Pag-Alad,SAN ANDRES,REGION IV-B (MIMAROPA)
Poblacion,SAN ANDRES,REGION IV-B (MIMAROPA)
Tan-Agan,SAN ANDRES,REGION IV-B (MIMAROPA)
Victoria,SAN ANDRES,REGION IV-B (MIMAROPA)
Juncarlo,SAN ANDRES,REGION IV-B (MIMAROPA)
Agtiwa,SAN FERNANDO,REGION IV-B (MIMAROPA)
Azarga,SAN FERNANDO,REGION IV-B (MIMAROPA)
Campalingo,SAN FERNANDO,REGION IV-B (MIMAROPA)
Canjalon,SAN FERNANDO,REGION IV-B (MIMAROPA)
España,SAN FERNANDO,REGION IV-B (MIMAROPA)
Mabini,SAN FERNANDO,REGION IV-B (MIMAROPA)
Mabulo,SAN FERNANDO,REGION IV-B (MIMAROPA)
