BRGY_CODE,REGION,MUNICIPALITY,PROVINCE,BRGY,URBANITY,,,
86419003,VIS,SOUTHERN LEYTE,LIMASAWA,Magallanes,RURAL,#REF!,0,0
86419004,VIS,SOUTHERN LEYTE,LIMASAWA,San Agustin,RURAL,#REF!,0,0
86419005,VIS,SOUTHERN LEYTE,LIMASAWA,San Bernardo,RURAL,#REF!,0,0
86419006,VIS,SOUTHERN LEYTE,LIMASAWA,Triana,RURAL,#REF!,0,0
87801001,VIS,BILIRAN,ALMERIA,Caucab,RURAL,#REF!,0,0
87801002,VIS,BILIRAN,ALMERIA,Iyosan,RURAL,#REF!,0,0
87801003,VIS,BILIRAN,ALMERIA,Jamorawon,RURAL,#REF!,0,0
87801004,VIS,BILIRAN,ALMERIA,Lo-ok,RURAL,#REF!,0,0
87801005,VIS,BILIRAN,ALMERIA,Matanga,RURAL,#REF!,0,0
87801006,VIS,BILIRAN,ALMERIA,Pili,RURAL,#REF!,0,0
87801007,VIS,BILIRAN,ALMERIA,Poblacion,RURAL,#REF!,0,0
87801008,VIS,BILIRAN,ALMERIA,Pulang Bato,RURAL,#REF!,0,0
87801009,VIS,BILIRAN,ALMERIA,Salangi,RURAL,#REF!,0,0
87801010,VIS,BILIRAN,ALMERIA,Sampao,RURAL,#REF!,0,0
87801011,VIS,BILIRAN,ALMERIA,Tabunan,RURAL,#REF!,0,0
87801012,VIS,BILIRAN,ALMERIA,Talahid,RURAL,#REF!,0,0
87801013,VIS,BILIRAN,ALMERIA,Tamarindo,RURAL,#REF!,0,0
87802001,VIS,BILIRAN,BILIRAN,Bato,RURAL,#REF!,0,0
87802002,VIS,BILIRAN,BILIRAN,Burabod,RURAL,#REF!,0,0
87802003,VIS,BILIRAN,BILIRAN,Busali,RURAL,#REF!,0,0
87802004,VIS,BILIRAN,BILIRAN,Hugpa,RURAL,#REF!,0,0
87802005,VIS,BILIRAN,BILIRAN,Julita,RURAL,#REF!,0,0
87802006,VIS,BILIRAN,BILIRAN,Canila,RURAL,#REF!,0,0
87802007,VIS,BILIRAN,BILIRAN,Pinangumhan,RURAL,#REF!,0,0
87802008,VIS,BILIRAN,BILIRAN,San Isidro (Pob.),RURAL,#REF!,0,0
87802009,VIS,BILIRAN,BILIRAN,San Roque (Pob.),RURAL,#REF!,0,0
87802010,VIS,BILIRAN,BILIRAN,Sanggalang,RURAL,#REF!,0,0
87802011,VIS,BILIRAN,BILIRAN,Villa Enage (Baras),RURAL,#REF!,0,0
87803001,VIS,BILIRAN,CABUCGAYAN,Balaquid,RURAL,#REF!,0,0
87803002,VIS,BILIRAN,CABUCGAYAN,Baso,RURAL,#REF!,0,0
87803003,VIS,BILIRAN,CABUCGAYAN,Bunga,RURAL,#REF!,0,0
87803004,VIS,BILIRAN,CABUCGAYAN,Caanibongan,RURAL,#REF!,0,0
87803005,VIS,BILIRAN,CABUCGAYAN,Casiawan,RURAL,#REF!,0,0
87803007,VIS,BILIRAN,CABUCGAYAN,Esperanza (Pob.),RURAL,#REF!,0,0
87803008,VIS,BILIRAN,CABUCGAYAN,Langgao,RURAL,#REF!,0,0
87803009,VIS,BILIRAN,CABUCGAYAN,Libertad,RURAL,#REF!,0,0
87803010,VIS,BILIRAN,CABUCGAYAN,Looc,RURAL,#REF!,0,0
87803011,VIS,BILIRAN,CABUCGAYAN,Magbangon (Pob.),RURAL,#REF!,0,0
87803012,VIS,BILIRAN,CABUCGAYAN,Pawikan,RURAL,#REF!,0,0
87803013,VIS,BILIRAN,CABUCGAYAN,Salawad,RURAL,#REF!,0,0
87803014,VIS,BILIRAN,CABUCGAYAN,Talibong,RURAL,#REF!,0,0
87804001,VIS,BILIRAN,CAIBIRAN,Alegria,RURAL,#REF!,0,0
87804002,VIS,BILIRAN,CAIBIRAN,Asug,RURAL,#REF!,0,0
87804003,VIS,BILIRAN,CAIBIRAN,Bari-is,RURAL,#REF!,0,0
87804004,VIS,BILIRAN,CAIBIRAN,Binohangan,RURAL,#REF!,0,0
87804005,VIS,BILIRAN,CAIBIRAN,Cabibihan,RURAL,#REF!,0,0
87804006,VIS,BILIRAN,CAIBIRAN,Kawayanon,RURAL,#REF!,0,0
87804007,VIS,BILIRAN,CAIBIRAN,Looc,RURAL,#REF!,0,0
87804009,VIS,BILIRAN,CAIBIRAN,Manlabang,RURAL,#REF!,0,0
87804010,VIS,BILIRAN,CAIBIRAN,Caulangohan (Marevil),RURAL,#REF!,0,0
87804011,VIS,BILIRAN,CAIBIRAN,Maurang,RURAL,#REF!,0,0
87804012,VIS,BILIRAN,CAIBIRAN,Palanay (Pob.),RURAL,#REF!,0,0
87804013,VIS,BILIRAN,CAIBIRAN,Palengke (Pob.),RURAL,#REF!,0,0
87804014,VIS,BILIRAN,CAIBIRAN,Tomalistis,RURAL,#REF!,0,0
87804015,VIS,BILIRAN,CAIBIRAN,Union,RURAL,#REF!,0,0
87804016,VIS,BILIRAN,CAIBIRAN,Uson,RURAL,#REF!,0,0
87804017,VIS,BILIRAN,CAIBIRAN,Victory (Pob.),RURAL,#REF!,0,0
87804018,VIS,BILIRAN,CAIBIRAN,Villa Vicenta (Mainit),RURAL,#REF!,0,0
87805001,VIS,BILIRAN,CULABA,Acaban,RURAL,#REF!,0,0
87805002,VIS,BILIRAN,CULABA,Bacolod,RURAL,#REF!,0,0
87805003,VIS,BILIRAN,CULABA,Binongtoan,RURAL,#REF!,0,0
87805004,VIS,BILIRAN,CULABA,Bool Central (Pob.),RURAL,#REF!,0,0
87805005,VIS,BILIRAN,CULABA,Bool East (Pob.),RURAL,#REF!,0,0
87805006,VIS,BILIRAN,CULABA,Bool West (Pob.),RURAL,#REF!,0,0
87805007,VIS,BILIRAN,CULABA,Calipayan,RURAL,#REF!,0,0
87805008,VIS,BILIRAN,CULABA,Guindapunan,RURAL,#REF!,0,0
87805009,VIS,BILIRAN,CULABA,Habuhab,RURAL,#REF!,0,0
87805010,VIS,BILIRAN,CULABA,Looc,RURAL,#REF!,0,0
87805011,VIS,BILIRAN,CULABA,Marvel (Pob.),RURAL,#REF!,0,0
87805012,VIS,BILIRAN,CULABA,Patag,RURAL,#REF!,0,0
87805013,VIS,BILIRAN,CULABA,Pinamihagan,RURAL,#REF!,0,0
87805014,VIS,BILIRAN,CULABA,Culaba Central (Pob.),RURAL,#REF!,0,0
87805015,VIS,BILIRAN,CULABA,Salvacion,RURAL,#REF!,0,0
87805016,VIS,BILIRAN,CULABA,San Roque,RURAL,#REF!,0,0
87805017,VIS,BILIRAN,CULABA,Virginia (Pob.),RURAL,#REF!,0,0
87806001,VIS,BILIRAN,KAWAYAN,Baganito,RURAL,#REF!,0,0
87806002,VIS,BILIRAN,KAWAYAN,Balacson,RURAL,#REF!,0,0
87806003,VIS,BILIRAN,KAWAYAN,Bilwang,RURAL,#REF!,0,0
87806004,VIS,BILIRAN,KAWAYAN,Bulalacao,RURAL,#REF!,0,0
87806005,VIS,BILIRAN,KAWAYAN,Burabod,RURAL,#REF!,0,0
87806006,VIS,BILIRAN,KAWAYAN,Inasuyan,RURAL,#REF!,0,0
87806007,VIS,BILIRAN,KAWAYAN,Kansanok,RURAL,#REF!,0,0
87806008,VIS,BILIRAN,KAWAYAN,Mada-o,RURAL,#REF!,0,0
87806009,VIS,BILIRAN,KAWAYAN,Mapuyo,RURAL,#REF!,0,0
87806010,VIS,BILIRAN,KAWAYAN,Masagaosao,RURAL,#REF!,0,0
87806011,VIS,BILIRAN,KAWAYAN,Masagongsong,RURAL,#REF!,0,0
87806012,VIS,BILIRAN,KAWAYAN,Poblacion,RURAL,#REF!,0,0
87806013,VIS,BILIRAN,KAWAYAN,Tabunan North,RURAL,#REF!,0,0
87806014,VIS,BILIRAN,KAWAYAN,Tubig Guinoo,RURAL,#REF!,0,0
87806015,VIS,BILIRAN,KAWAYAN,Tucdao,RURAL,#REF!,0,0
87806016,VIS,BILIRAN,KAWAYAN,Ungale,RURAL,#REF!,0,0
87806017,VIS,BILIRAN,KAWAYAN,Balite,RURAL,#REF!,0,0
87806018,VIS,BILIRAN,KAWAYAN,Buyo,RURAL,#REF!,0,0
87806019,VIS,BILIRAN,KAWAYAN,Villa Cornejo (Looc),RURAL,#REF!,0,0
87806020,VIS,BILIRAN,KAWAYAN,San Lorenzo,RURAL,#REF!,0,0
87807001,VIS,BILIRAN,MARIPIPI,Agutay,RURAL,#REF!,0,0
87807002,VIS,BILIRAN,MARIPIPI,Banlas,RURAL,#REF!,0,0
87807003,VIS,BILIRAN,MARIPIPI,Bato,RURAL,#REF!,0,0
87807004,VIS,BILIRAN,MARIPIPI,Binalayan West,RURAL,#REF!,0,0
87807005,VIS,BILIRAN,MARIPIPI,Binalayan East,RURAL,#REF!,0,0
87807008,VIS,BILIRAN,MARIPIPI,Burabod,RURAL,#REF!,0,0
87807009,VIS,BILIRAN,MARIPIPI,Calbani,RURAL,#REF!,0,0
87807010,VIS,BILIRAN,MARIPIPI,Canduhao,RURAL,#REF!,0,0
87807011,VIS,BILIRAN,MARIPIPI,Casibang,RURAL,#REF!,0,0
87807012,VIS,BILIRAN,MARIPIPI,Danao,RURAL,#REF!,0,0
87807014,VIS,BILIRAN,MARIPIPI,Ol-og,RURAL,#REF!,0,0
87807015,VIS,BILIRAN,MARIPIPI,Binongto-an (Poblacion Norte),RURAL,#REF!,0,0
87807016,VIS,BILIRAN,MARIPIPI,Ermita (Poblacion Sur),RURAL,#REF!,0,0
87807017,VIS,BILIRAN,MARIPIPI,Trabugan,RURAL,#REF!,0,0
87807018,VIS,BILIRAN,MARIPIPI,Viga,RURAL,#REF!,0,0
87808001,VIS,BILIRAN,NAVAL (Capital),Agpangi,RURAL,#REF!,0,0
87808002,VIS,BILIRAN,NAVAL (Capital),Anislagan,RURAL,#REF!,0,0
87808003,VIS,BILIRAN,NAVAL (Capital),Atipolo,RURAL,#REF!,0,0
87808004,VIS,BILIRAN,NAVAL (Capital),Calumpang,URBAN,#REF!,0,0
87808005,VIS,BILIRAN,NAVAL (Capital),Capiñahan,RURAL,#REF!,0,0
87808006,VIS,BILIRAN,NAVAL (Capital),Caraycaray,RURAL,#REF!,0,0
87808007,VIS,BILIRAN,NAVAL (Capital),Catmon,RURAL,#REF!,0,0
87808008,VIS,BILIRAN,NAVAL (Capital),Haguikhikan,RURAL,#REF!,0,0
87808009,VIS,BILIRAN,NAVAL (Capital),Padre Inocentes Garcia (Pob.),URBAN,#REF!,0,0
87808010,VIS,BILIRAN,NAVAL (Capital),Libertad,RURAL,#REF!,0,0
87808012,VIS,BILIRAN,NAVAL (Capital),Lico,RURAL,#REF!,0,0
87808013,VIS,BILIRAN,NAVAL (Capital),Lucsoon,RURAL,#REF!,0,0
87808014,VIS,BILIRAN,NAVAL (Capital),Mabini,RURAL,#REF!,0,0
87808015,VIS,BILIRAN,NAVAL (Capital),San Pablo,RURAL,#REF!,0,0
87808016,VIS,BILIRAN,NAVAL (Capital),Santo Niño,RURAL,#REF!,0,0
87808017,VIS,BILIRAN,NAVAL (Capital),Santissimo Rosario Pob. (Santo Rosa),URBAN,#REF!,0,0
87808018,VIS,BILIRAN,NAVAL (Capital),Talustusan,RURAL,#REF!,0,0
87808019,VIS,BILIRAN,NAVAL (Capital),Villa Caneja,RURAL,#REF!,0,0
87808020,VIS,BILIRAN,NAVAL (Capital),Villa Consuelo,RURAL,#REF!,0,0
87808021,VIS,BILIRAN,NAVAL (Capital),Borac,RURAL,#REF!,0,0
87808022,VIS,BILIRAN,NAVAL (Capital),Cabungaan,RURAL,#REF!,0,0
87808023,VIS,BILIRAN,NAVAL (Capital),Imelda,RURAL,#REF!,0,0
87808024,VIS,BILIRAN,NAVAL (Capital),Larrazabal,RURAL,#REF!,0,0
87808025,VIS,BILIRAN,NAVAL (Capital),Libtong,RURAL,#REF!,0,0
87808026,VIS,BILIRAN,NAVAL (Capital),Padre Sergio Eamiguel,RURAL,#REF!,0,0
87808027,VIS,BILIRAN,NAVAL (Capital),Sabang,RURAL,#REF!,0,0
97201001,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Aliguay,RURAL,#REF!,0,0
97201002,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Antipolo,RURAL,#REF!,0,0
97201003,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Aseniero,RURAL,#REF!,0,0
97201004,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Ba-ao,RURAL,#REF!,0,0
97201005,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Banbanan,RURAL,#REF!,0,0
97201006,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Barcelona,RURAL,#REF!,0,0
97201007,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Baylimango,RURAL,#REF!,0,0
97201009,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Burgos,RURAL,#REF!,0,0
97201010,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Canlucani,RURAL,#REF!,0,0
97201011,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Carang,RURAL,#REF!,0,0
97201012,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Dampalan,URBAN,#REF!,0,0
97201013,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Daro,RURAL,#REF!,0,0
97201014,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Diwa-an,RURAL,#REF!,0,0
97201016,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Guimputlan,RURAL,#REF!,0,0
97201017,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Hilltop,RURAL,#REF!,0,0
97201018,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Ilaya,RURAL,#REF!,0,0
97201019,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Larayan,RURAL,#REF!,0,0
97201020,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Liyang,RURAL,#REF!,0,0
97201021,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Maria Cristina,RURAL,#REF!,0,0
97201022,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Maria Uray,RURAL,#REF!,0,0
97201023,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Masidlakon,RURAL,#REF!,0,0
97201024,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Napo,RURAL,#REF!,0,0
97201025,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Opao,URBAN,#REF!,0,0
97201026,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Oro,RURAL,#REF!,0,0
97201027,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Owaon,RURAL,#REF!,0,0
97201028,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Oyan,RURAL,#REF!,0,0
97201031,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Polo,RURAL,#REF!,0,0
97201032,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Potungan,URBAN,#REF!,0,0
97201033,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,San Francisco,RURAL,#REF!,0,0
97201034,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,San Nicolas,RURAL,#REF!,0,0
97201035,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,San Pedro,RURAL,#REF!,0,0
97201036,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,San Vicente,RURAL,#REF!,0,0
97201038,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Sicayab Bocana,RURAL,#REF!,0,0
97201039,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Sigayan,RURAL,#REF!,0,0
97201040,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Silinog,RURAL,#REF!,0,0
97201041,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Sinonoc,RURAL,#REF!,0,0
97201042,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Santo Niño,RURAL,#REF!,0,0
97201043,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Sulangon,RURAL,#REF!,0,0
97201044,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Tag-olo,RURAL,#REF!,0,0
97201045,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Taguilon,URBAN,#REF!,0,0
97201046,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Kauswagan (Talisay),RURAL,#REF!,0,0
97201047,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Tamion,RURAL,#REF!,0,0
97201048,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Bagting (Pob.),URBAN,#REF!,0,0
97201049,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Banonong (Pob.),RURAL,#REF!,0,0
97201050,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Cawa-cawa (Pob.),RURAL,#REF!,0,0
97201051,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Dawo (Pob.),URBAN,#REF!,0,0
97201052,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Matagobtob Pob. (Talisay),RURAL,#REF!,0,0
97201053,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Linabo (Pob.),RURAL,#REF!,0,0
97201054,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Potol (Pob.),RURAL,#REF!,0,0
97201055,MIN,ZAMBOANGA DEL NORTE,DAPITAN CITY,Santa Cruz (Pob.),RURAL,#REF!,0,0
97202001,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Cogon,RURAL,#REF!,0,0
97202002,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Dicayas,URBAN,#REF!,0,0
97202003,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Diwan,RURAL,#REF!,0,0
97202004,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Galas,URBAN,#REF!,5,5
97202005,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Gulayon,URBAN,#REF!,0,0
97202006,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Lugdungan,RURAL,#REF!,0,0
97202007,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Minaog,URBAN,#REF!,0,0
97202008,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Olingan,URBAN,#REF!,0,0
97202009,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Estaca (Pob.),URBAN,#REF!,0,0
97202010,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Biasong (Pob.),URBAN,#REF!,0,0
97202011,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Barra (Pob.),URBAN,#REF!,0,0
97202012,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Central (Pob.),URBAN,#REF!,0,0
97202013,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Miputak (Pob.),URBAN,#REF!,6,6
97202014,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Punta,URBAN,#REF!,0,0
97202015,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),San Jose,RURAL,#REF!,0,0
97202016,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Sangkol,RURAL,#REF!,0,0
97202017,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Santa Filomena,URBAN,#REF!,0,0
97202018,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Sicayab,URBAN,#REF!,6,6
97202019,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Sinaman,RURAL,#REF!,0,0
97202020,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Turno,URBAN,#REF!,0,0
97202021,MIN,ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Santa Isabel,URBAN,#REF!,0,0
97203001,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Balok,RURAL,#REF!,0,0
97203002,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Basagan,RURAL,#REF!,0,0
97203003,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Biniray,RURAL,#REF!,0,0
97203004,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Bulawan,RURAL,#REF!,0,0
97203005,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Daanglungsod,URBAN,#REF!,6,6
97203006,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Dabiak,RURAL,#REF!,5,5
97203007,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Dr. Jose Rizal (Lower Mias),URBAN,#REF!,0,0
97203008,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Fimagas,RURAL,#REF!,0,0
97203009,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Malugas,RURAL,#REF!,0,0
97203010,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Malasay,RURAL,#REF!,0,0
97203011,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Matam,RURAL,#REF!,0,0
97203012,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Mias,RURAL,#REF!,0,0
97203013,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Miatan,RURAL,#REF!,0,0
97203014,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Nanginan,RURAL,#REF!,0,0
97203016,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Barangay Uno (Pob.),URBAN,#REF!,0,0
97203017,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Barangay Dos (Pob.),URBAN,#REF!,0,0
97203018,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,San Antonio (Looy),RURAL,#REF!,0,0
97203019,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Seres,RURAL,#REF!,0,0
97203020,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Seroan,RURAL,#REF!,0,0
97203021,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Singatong,RURAL,#REF!,0,0
97203022,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Sinuyak,RURAL,#REF!,0,0
97203023,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Sitog,RURAL,#REF!,0,0
97203024,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Tuburan,RURAL,#REF!,0,0
97203025,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Carupay,RURAL,#REF!,0,0
97203026,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Loyuran,RURAL,#REF!,0,0
97203027,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,New Tambo,RURAL,#REF!,0,0
97203028,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Patik,RURAL,#REF!,0,0
97203029,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Sanao,RURAL,#REF!,0,0
97203030,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,San Vicente,URBAN,#REF!,0,0
97203031,MIN,ZAMBOANGA DEL NORTE,KATIPUNAN,Santo Niño,RURAL,#REF!,0,0
97204001,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,El Paraiso,RURAL,#REF!,0,0
97204002,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,La Union,RURAL,#REF!,0,0
97204003,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,La Victoria,RURAL,#REF!,0,0
97204004,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,Mauswagon,RURAL,#REF!,0,0
97204005,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,Mercedes,RURAL,#REF!,0,0
97204006,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,New Argao,RURAL,#REF!,0,0
97204007,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,New Bataan,RURAL,#REF!,0,0
97204008,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,New Carcar,RURAL,#REF!,0,0
97204009,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,Poblacion,RURAL,#REF!,0,0
97204010,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,San Jose,RURAL,#REF!,0,0
97204011,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,Santa Catalina,RURAL,#REF!,0,0
97204012,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,Santa Cruz,RURAL,#REF!,0,0
97204013,MIN,ZAMBOANGA DEL NORTE,LA LIBERTAD,Singaran,RURAL,#REF!,0,0
97205001,MIN,ZAMBOANGA DEL NORTE,LABASON,Antonino (Pob.),URBAN,#REF!,0,0
97205002,MIN,ZAMBOANGA DEL NORTE,LABASON,Balas,RURAL,#REF!,0,0
97205005,MIN,ZAMBOANGA DEL NORTE,LABASON,Bobongan,RURAL,#REF!,0,0
97205009,MIN,ZAMBOANGA DEL NORTE,LABASON,Dansalan,RURAL,#REF!,0,0
97205011,MIN,ZAMBOANGA DEL NORTE,LABASON,Gabu,RURAL,#REF!,0,0
97205013,MIN,ZAMBOANGA DEL NORTE,LABASON,Immaculada,RURAL,#REF!,0,0
97205015,MIN,ZAMBOANGA DEL NORTE,LABASON,Kipit,RURAL,#REF!,0,0
97205017,MIN,ZAMBOANGA DEL NORTE,LABASON,La Union,RURAL,#REF!,0,0
97205019,MIN,ZAMBOANGA DEL NORTE,LABASON,Lapatan,RURAL,#REF!,0,0
97205020,MIN,ZAMBOANGA DEL NORTE,LABASON,Lawagan,RURAL,#REF!,0,0
97205021,MIN,ZAMBOANGA DEL NORTE,LABASON,Lawigan,RURAL,#REF!,0,0
97205022,MIN,ZAMBOANGA DEL NORTE,LABASON,Lopoc (Pob.),RURAL,#REF!,0,0
97205024,MIN,ZAMBOANGA DEL NORTE,LABASON,Malintuboan,RURAL,#REF!,0,0
97205026,MIN,ZAMBOANGA DEL NORTE,LABASON,New Salvacion,RURAL,#REF!,0,0
97205027,MIN,ZAMBOANGA DEL NORTE,LABASON,Osukan,RURAL,#REF!,0,0
97205030,MIN,ZAMBOANGA DEL NORTE,LABASON,Patawag,RURAL,#REF!,0,0
97205033,MIN,ZAMBOANGA DEL NORTE,LABASON,San Isidro,RURAL,#REF!,0,0
97205035,MIN,ZAMBOANGA DEL NORTE,LABASON,Ubay,RURAL,#REF!,0,0
97205036,MIN,ZAMBOANGA DEL NORTE,LABASON,Gil Sanchez,RURAL,#REF!,0,0
97205037,MIN,ZAMBOANGA DEL NORTE,LABASON,Imelda,URBAN,#REF!,0,0
97206001,MIN,ZAMBOANGA DEL NORTE,LILOY,Banigan,RURAL,#REF!,0,0
97206002,MIN,ZAMBOANGA DEL NORTE,LILOY,Baybay (Pob.),URBAN,#REF!,0,0
97206003,MIN,ZAMBOANGA DEL NORTE,LILOY,Cabangcalan,RURAL,#REF!,0,0
97206006,MIN,ZAMBOANGA DEL NORTE,LILOY,Candelaria,RURAL,#REF!,0,0
97206007,MIN,ZAMBOANGA DEL NORTE,LILOY,Causwagan,RURAL,#REF!,0,0
97206008,MIN,ZAMBOANGA DEL NORTE,LILOY,Communal,RURAL,#REF!,0,0
97206009,MIN,ZAMBOANGA DEL NORTE,LILOY,Compra,RURAL,#REF!,0,0
97206010,MIN,ZAMBOANGA DEL NORTE,LILOY,Fatima,URBAN,#REF!,0,0
97206012,MIN,ZAMBOANGA DEL NORTE,LILOY,Goaw,RURAL,#REF!,0,0
97206013,MIN,ZAMBOANGA DEL NORTE,LILOY,Goin,RURAL,#REF!,0,0
